question,query,matched_contents,generated_query
How much total rent income do properties with more than 10 ducati generate?,"SELECT SUM(catastici.Rent_Income) AS Total_Rent_Income
FROM catastici
WHERE catastici.Rent_Income > 10;",None,"['SELECT SUM(catastici.Rent_Income) \nFROM catastici \nWHERE catastici.Rent_Income > 10;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT SUM(catastici.Rent_Income)\nFROM catastici \nWHERE catastici.Rent_Income > 10;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ;', 'SELECT COUNT(catastici.Rent_Income) \nFROM catastici \nWHERE catastici.Rent_Income > 10;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT SUM(catastici.Rent_Income)\nFROM catastici\nWHERE catastici.Rent_Income > 10;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ;']"
How many owners have just one property in the dataset?,"SELECT COUNT(*) AS Num_Owners
FROM (
SELECT catastici.Owner_ID, COUNT(catastici.Property_ID) AS Num_Properties
FROM catastici
GROUP BY catastici.Owner_ID
HAVING COUNT(catastici.Property_ID) = 1
) AS subquery;",None,"['SELECT COUNT(*)\nFROM (\nSELECT catastici.Owner_ID, COUNT(catastici.Property_ID) AS num_properties_owned\nFROM catastici\nGROUP BY catastici.Owner_ID\n) AS property_counts\nWHERE property_counts.num_properties_owned = 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ;', 'SELECT COUNT(*)\nFROM (\nSELECT catastici.Owner_ID, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Owner_ID\n) AS property_counts\nWHERE property_counts.num_properties = 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT COUNT(DISTINCT property_counts.Owner_ID)\nFROM (\nSELECT catastici.Owner_ID, COUNT(catastici.Property_ID) AS num_properties_owned\nFROM catastici\nGROUP BY catastici.Owner_ID\n) AS property_counts\nWHERE property_counts.num_properties_owned = 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(*)\nFROM (\nSELECT catastici.Owner_ID, COUNT(catastici.Property_ID) AS num_properties_owned\nFROM catastici\nGROUP BY catastici.Owner_ID\n) AS property_counts\nWHERE num_properties_owned = 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;']"
What is the total number of different property types owned across the dataset?,"SELECT COUNT(DISTINCT catastici.Property_Type) AS num_property_types
FROM catastici;",None,"['SELECT COUNT(DISTINCT catastici.Property_Type)\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ;', 'SELECT COUNT(DISTINCT catastici.Property_Type) AS total_property_types\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(DISTINCT catastici.Property_Type) AS num_property_types\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(DISTINCT catastici.Property_Type) AS unique_property_types\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;']"
How many properties generate a rent income below the mean of the dataset?,"SELECT COUNT(catastici.Property_ID) 
FROM catastici 
WHERE Rent_Income < (SELECT AVG(catastici.Rent_Income) FROM catastici);",None,"['SELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Rent_Income < (SELECT AVG(catastici.Rent_Income) FROM catastici);\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(catastici.Rent_Income) \nFROM catastici \nWHERE catastici.Rent_Income < (SELECT AVG(catastici.Rent_Income) FROM catastici);\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Rent_Income <= (SELECT AVG(catastici.Rent_Income) FROM catastici);\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Rent_Income > (SELECT AVG(catastici.Rent_Income) FROM catastici);\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;']"
What type of property has the least average rent income?,"SELECT catastici.Property_Type, AVG(catastici.Rent_Income) AS avg_rent
FROM catastici
GROUP BY catastici.Property_Type
ORDER BY avg_rent
LIMIT 1;",None,"['SELECT catastici.Property_Type, AVG(catastici.Rent_Income) AS Avg_Rent_Income\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY Avg_Rent_Income ASC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ;', 'SELECT catastici.Property_Type, AVG(catastici.Rent_Income) AS Avg_Rent_Income\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY AVG(catastici.Rent_Income) ASC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT catastici.Property_Type, AVG(catastici.Rent_Income)\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY AVG(catastici.Rent_Income) ASC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Type, AVG(catastici.Rent_Income) AS Avg_Rent_Income\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY catastici.Avg_Rent_Income ASC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ;']"
Which location has the most varied types of properties?,"SELECT catastici.Property_Location, COUNT(DISTINCT catastici.Property_Type) AS num_types
FROM catastici
GROUP BY catastici.Property_Location
ORDER BY num_types DESC
LIMIT 1;",None,"['SELECT catastici.Property_Location, COUNT(DISTINCT catastici.Property_Type) AS num_property_types\nFROM catastici\nGROUP BY catastici.Property_Location\nORDER BY num_property_types DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT catastici.Property_Location, COUNT(DISTINCT catastici.Property_Type) AS num_types\nFROM catastici\nGROUP BY catastici.Property_Location\nORDER BY num_types DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ;', 'SELECT catastici.Property_Location, COUNT(catastici.Property_Type) AS num_property_types\nFROM catastici\nGROUP BY catastici.Property_Location\nORDER BY num_property_types DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ;', 'SELECT catastici.Property_Location, COUNT(DISTINCT catastici.Property_Type) AS num_properties\nFROM catastici\nGROUP BY catastici.Property_Location\nORDER BY num_properties DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ;']"
How many properties are there per property type on average?,"SELECT catastici.Property_Type, COUNT(catastici.Property_ID) AS num_properties
FROM catastici
GROUP BY catastici.Property_Type;",None,"['SELECT catastici.Property_Type, COUNT(*) AS num_properties\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY num_properties DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Type, COUNT(*) AS num_properties\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY num_properties DESC;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Type, COUNT(catastici.Property_Type) AS num_properties\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY num_properties DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT catastici.Property_Type, COUNT(catastici.Property_Type) AS num_properties\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY num_properties DESC;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ;']"
What is the highest number of properties owned by a single owner?,"SELECT catastici.Owner_ID, COUNT(catastici.Property_ID) AS num_properties_owned
FROM catastici
GROUP BY catastici.Owner_ID
ORDER BY num_properties_owned DESC
LIMIT 1;",None,"['SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name\nORDER BY num_properties DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name\nHAVING COUNT(catastici.Property_ID) = (SELECT MAX(COUNT(catastici.Property_ID))\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name);\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name\nHAVING COUNT(catastici.Property_ID) = (SELECT MAX(num_properties)\nFROM (SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name) AS max_num_properties);\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income (', 'SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name\nHAVING COUNT(catastici.Property_ID) = (SELECT MAX(num_properties)\nFROM (SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name) AS owners_with_multiple_properties);\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_']"
How many owners receive more than 100 ducati in total?,"SELECT COUNT(*) AS owners_with_more_than_100_income
FROM (
SELECT catastici.Owner_ID
FROM catastici
GROUP BY catastici.Owner_ID
HAVING SUM(catastici.Rent_Income) > 100
) AS owners_with_income_above_100;",None,"['SELECT COUNT(catastici.Owner_ID)\nFROM catastici\nWHERE catastici.Rent_Income > 100;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ;', 'SELECT COUNT(DISTINCT catastici.Owner_ID)\nFROM catastici\nWHERE catastici.Rent_Income > 100;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(catastici.Owner_ID) \nFROM catastici\nWHERE catastici.Rent_Income > 100;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ;', 'SELECT COUNT(catastici.Owner_ID) \nFROM catastici \nWHERE catastici.Rent_Income > 100;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;']"
"What percentage of properties are located in ""fondamenta de carmini""?","SELECT (COUNT(catastici.Property_ID) * 100.0 / (SELECT COUNT(catastici.Property_ID) FROM catastici)) AS percentage
FROM catastici
WHERE catastici.Property_Location = 'fondamenta de carmini';","""Property_Location"" = ""fondamenta de carmini""","['SELECT catastici.Property_Location, COUNT(catastici.Property_ID) AS ""Number_of_properties""\nFROM catastici\nGROUP BY catastici.Property_Location;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Location, COUNT(catastici.Property_ID) AS ""Number_of_properties""\nFROM catastici\nWHERE catastici.Property_Location = \'fondamenta de carmini\'\nGROUP BY catastici.Property_Location;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Location, COUNT(catastici.Property_ID) AS ""Number_of_casa_properties""\nFROM catastici\nWHERE catastici.Property_Type = \'casa\'\nGROUP BY catastici.Property_Location;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Location, COUNT(catastici.Property_ID) AS ""Number_of_properties""\nFROM catastici\nWHERE catastici.Property_Location = \'fondamenta de carmini\'\nGROUP BY catastici.Property_Location;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\nprimary key :\ncatastici.ID\nmatched contents : ""Property_Location"" = ""fondamenta de carmini""\nHow many ""casa"" properties are located in ""fondamenta de carmini""?\nSELECT catastici.Property_Location, COUNT(catastici.Property_ID) AS ""Number_of_casa_properties""\nFROM catast']"
What is the proportion of each property type in the dataset?,"SELECT catastici.Property_Type, (COUNT(catastici.Property_Type) * 100.0 / (SELECT COUNT(catastici.Property_ID) FROM catastici)) AS Proportion
FROM catastici
GROUP BY catastici.Property_Type;",None,"['SELECT catastici.Property_Type, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Property_Type;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Type, COUNT(catastici.Property_ID) AS num_properties\nFROM catastici\nGROUP BY catastici.Property_Type\nORDER BY num_properties DESC;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Type, COUNT(catastici.Property_ID) AS num_properties, COUNT(catastici.Property_ID) / (SELECT COUNT(catastici.Property_ID) FROM catastici) AS proportion\nFROM catastici\nGROUP BY catastici.Property_Type;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT catastici.Property_Type, COUNT(catastici.Property_ID) AS num_properties, COUNT(catastici.Property_ID)/SUM(COUNT(catastici.Property_ID)) OVER() AS proportion\nFROM catastici\nGROUP BY catastici.Property_Type;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ;']"
