id,question,category,answer_format,n_matches,entity_match,column_mappings,in_columns,phrase_matches,references,n_matches_predict
124,How many building changed from residential to commercial use between 1740 and 1808?,comparison,a single number,4,1,"[('building', None, None), ('residential', 'building_functions', 1), ('commercial', 'building_functions', 1), ('residential', 'building_functions', 2), ('commercial', 'building_functions', 2), ('building_functions_count', 'building_functions_count', 1), ('building_functions_count', 'building_functions_count', 2), ('1740', None, 1), ('1808', None, 2)]","[False, True, True, True, True, True, True, True, True]","[{'residential': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions', 'matches': ['appartamento', 'appartamento, casa']}}, {'commercial': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions', 'matches': ['magazzeno', 'calle', 'calle, magazzeno']}}, {'residential': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions', 'matches': ['appartamento', 'appartamento, casa']}}, {'commercial': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions', 'matches': ['magazzeno']}}]",[],4
125,Do all buildings owned by the same people in both periods still serve the same function?,comparison,yes or no,0,0,"[('owned by the same people', 'owner_first_name', 1), ('owned by the same people', 'owner_family_name', 1), ('owned by the same people', 'owner_first_name', 2), ('owned by the same people', 'owner_family_name', 2), ('still serve the same function', 'building_functions', 1), ('still serve the same function', 'building_functions', 2)]","[False, False, False, False, False, True]",[],"[{'owned by the same people': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_first_name'}}, {'owned by the same people': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'owned by the same people': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_first_name'}}, {'owned by the same people': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}, {'still serve the same function': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions'}}]",0
126,How many buildings retained the same function across the two time periods?,comparison,a single number,0,0,"[('buildings', 'building_functions', 1), ('buildings', 'building_functions', 2), ('retained the same function', 'building_functions', 1), ('retained the same function', 'building_functions', 2)]","[False, False, True, True]",[],"[{'buildings': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions'}}, {'buildings': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions'}}]",0
127,How many new families appeared in Venice in 1808 that were not present in 1740?,comparison,a single number,0,0,"[('families', 'owner_family_name', 1), ('families', 'owner_family_name', 2)]","[False, False]",[],"[{'families': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'families': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}]",0
128,Is there any decrease in the number of buildings held by a family on average from 1740 to 1808?,comparison,yes or no,0,0,"[('family', 'owner_family_name', 1), ('family', 'owner_family_name', 2)]","[False, False]",[],"[{'family': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'family': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}]",0
129,Are there any families who moved closer to the churches in general from 1740 to 1808?,comparison,yes or no,1,0,"[('families', 'owner_family_name', 1), ('families', 'owner_family_name', 2), ('moved closer', 'longitude', 1), ('moved closer', 'latitude', 1), ('moved closer', 'longitude', 2), ('moved closer', 'latitude', 2), ('churches', 'landmark_type', 3)]","[False, False, False, False, False, False, True]","[{'churches': {'dataset': 'data/landmarks.csv', 'column': 'landmark_type', 'matches': ['church']}}]","[{'families': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'families': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}, {'moved closer': {'dataset': 'data/buildings_1740.csv', 'column': 'longitude'}}, {'moved closer': {'dataset': 'data/buildings_1740.csv', 'column': 'latitude'}}, {'moved closer': {'dataset': 'data/buildings_1808.csv', 'column': 'longitude'}}, {'moved closer': {'dataset': 'data/buildings_1808.csv', 'column': 'latitude'}}]",1
130,Are there any families who moved further away from the churches in general from 1740 to 1808?,comparison,yes or no,1,0,"[('families', 'owner_family_name', 1), ('families', 'owner_family_name', 2), ('longitude', 'longitude', 1), ('longitude', 'longitude', 2), ('latitude', 'latitude', 1), ('latitude', 'latitude', 2), ('from 1740 to 1808', None, None), ('from the churches', 'landmark_type', 3)]","[False, False, True, True, True, True, False, True]","[{'from the churches': {'dataset': 'data/landmarks.csv', 'column': 'landmark_type', 'matches': ['church']}}]","[{'families': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'families': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}]",1
131,How many families who owned buildings in both 1740 and 1808 changed the type of buildings they owned?,comparison,a single number,0,0,"[('families', 'owner_family_name', '1'), ('families', 'owner_family_name', '2'), ('owner_first_name', 'owner_first_name', '1'), ('owner_first_name', 'owner_first_name', '2'), ('owner_family_name', 'owner_family_name', '1'), ('owner_family_name', 'owner_family_name', '2'), ('building_functions', 'building_functions', '1'), ('building_functions', 'building_functions', '2')]","[False, False, False, False, True, False, False, False]",[],"[{'families': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'families': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}, {'owner_first_name': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_first_name'}}, {'owner_first_name': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_first_name'}}, {'owner_family_name': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}, {'building_functions': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions'}}, {'building_functions': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions'}}]",0
132,Did any families transition from being tenants in 1740 to building owners in 1808?,comparison,a single entity name,0,0,"[('families', 'owner_family_name', '1'), ('families', 'owner_family_name', '2'), ('transition', 'owner_first_name', '1'), ('transition', 'owner_family_name', '1'), ('transition', 'owner_first_name', '2'), ('transition', 'owner_family_name', '2'), ('from being tenants in 1740', 'building_functions', '1'), ('to building owners in 1808', 'owner_first_name', '2'), ('to building owners in 1808', 'owner_family_name', '2')]","[False, False, False, False, False, False, False, False, False]",[],"[{'families': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'families': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}, {'transition': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_first_name'}}, {'transition': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name'}}, {'transition': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_first_name'}}, {'transition': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}, {'from being tenants in 1740': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions'}}, {'to building owners in 1808': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_first_name'}}, {'to building owners in 1808': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name'}}]",0
133,Have the squares with the most number of commercial buildings within 100 meters changed from 1740 to 1808?,comparison,yes or no,3,0,"[('squares', 'landmark_type', 3), ('commercial buildings', 'building_functions', 1), ('commercial buildings', 'building_functions', 2), ('longitude', 'longitude', 1), ('latitude', 'latitude', 1), ('longitude', 'longitude', 2), ('latitude', 'latitude', 2)]","[True, True, True, True, True, True, True]","[{'squares': {'dataset': 'data/landmarks.csv', 'column': 'landmark_type', 'matches': ['square']}}, {'commercial buildings': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions', 'matches': ['calle, magazzeno']}}, {'commercial buildings': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions', 'matches': ['calle, portico', 'fabbrica, locale']}}]",[],3
134,How many buildings are located within 100 meters from the closest church in 1808 compared to 1740?,comparison,a single number,1,0,"[('buildings', 'dataset_number', 1), ('church', 'landmark_name', 3), ('longitude', 'longitude', 1), ('latitude', 'latitude', 1), ('longitude', 'longitude', 2), ('latitude', 'latitude', 2), ('dataset_number', 'dataset_number', 2)]","[False, True, True, True, True, True, False]","[{'church': {'dataset': 'data/landmarks.csv', 'column': 'landmark_name', 'matches': ['campo de la chiesa', 'chiesa degli ognissanti', 'chiesa delle eremite']}}]",[],1
135,How many more buildings are located within 100 meters from the square of San Marco in 1808 compared to 1740?,comparison,a single number,1,0,"[('buildings', 'building_functions_count', 1), ('buildings', 'building_functions_count', 2), ('square of San Marco', 'landmark_name', 3), ('longitude', 'longitude', 1), ('latitude', 'latitude', 1), ('longitude', 'longitude', 2), ('latitude', 'latitude', 2)]","[False, False, True, True, True, True, True]","[{'square of san marco': {'dataset': 'data/landmarks.csv', 'column': 'landmark_name', 'matches': ['piazza san marco']}}]","[{'buildings': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions_count'}}, {'buildings': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions_count'}}]",1
136,What are the names of the most densely populated squares with the most number of buildings within 100 meters in both periods 1740 and 1808?,comparison,a single entity name,1,0,[],[],[],[],0
137,Which type of a building have been moved further away from the churches the most from 1740 to 1808?,comparison,a single entity name,1,0,"[('type of a building', 'building_functions', 1), ('type of a building', 'building_functions', 2), ('churches', 'landmark_type', 3)]","[False, False, True]","[{'churches': {'dataset': 'data/landmarks.csv', 'column': 'landmark_type', 'matches': ['church']}}]","[{'type of a building': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions'}}, {'type of a building': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions'}}]",1
138,Which type of a building have been moved closer to the churches the most from 1740 to 1808?,comparison,a single entity name,1,0,"[('type of a building', 'building_functions', 1), ('type of a building', 'building_functions', 2), ('churches', 'landmark_type', 3), ('longitude', 'longitude', 1), ('longitude', 'longitude', 2), ('latitude', 'latitude', 1), ('latitude', 'latitude', 2)]","[False, False, True, True, True, True, True]","[{'churches': {'dataset': 'data/landmarks.csv', 'column': 'landmark_type', 'matches': ['church']}}]","[{'type of a building': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions'}}, {'type of a building': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions'}}]",1
139,Did the number of buildings with more than one function increase over time from 1740 to 1808?,comparison,yes or no,0,0,"[('buildings', 'building_functions_count', 1), ('buildings', 'building_functions_count', 2), ('more than one function', 'building_functions_count', 1), ('more than one function', 'building_functions_count', 2)]","[False, False, True, True]",[],"[{'buildings': {'dataset': 'data/buildings_1740.csv', 'column': 'building_functions_count'}}, {'buildings': {'dataset': 'data/buildings_1808.csv', 'column': 'building_functions_count'}}]",0
140,Did the family of Michiel loose any of their buildings from 1740 to 1808?,comparison,yes or no,1,1,"[('family of Michiel', 'owner_family_name', 1), ('family of Michiel', 'owner_family_name', 2)]","[True, True]","[{'family of michiel': {'dataset': 'data/buildings_1740.csv', 'column': 'owner_family_name', 'matches': ['emo michiel']}}, {'family of michiel': {'dataset': 'data/buildings_1808.csv', 'column': 'owner_family_name', 'matches': ['michiel']}}]",[],2
