owner_family_name,count_1740,count_1808,increase
narini,2.0,0.0,-2.0
nasini,3.0,0.0,-3.0
navager,1.0,0.0,-1.0
navagier,4.0,0.0,-4.0
navali,4.0,0.0,-4.0
nave,2.0,0.0,-2.0
nave querini,1.0,0.0,-1.0
negrezzi,1.0,0.0,-1.0
negri,51.0,49.0,-2.0
negri trevisan,4.0,0.0,-4.0
negrini,1.0,0.0,-1.0
negris,3.0,0.0,-3.0
neis,2.0,0.0,-2.0
nemo,1.0,0.0,-1.0
nervoni,1.0,0.0,-1.0
nespola,9.0,0.0,-9.0
nicoli,18.0,17.0,-1.0
nicoli malamoco,1.0,0.0,-1.0
nicolini,2.0,3.0,1.0
nicolosi,2.0,0.0,-2.0
nini,1.0,0.0,-1.0
nodari,2.0,0.0,-2.0
nordia,1.0,0.0,-1.0
noriis,1.0,0.0,-1.0
noris,1.0,0.0,-1.0
nosadini,1.0,11.0,10.0
nosardini,4.0,0.0,-4.0
notari,2.0,4.0,2.0
novelli,1.0,0.0,-1.0
novello,7.0,11.0,4.0
novrllo,1.0,0.0,-1.0
obici,1.0,0.0,-1.0
ochi bianchi,1.0,0.0,-1.0
ofredi,1.0,0.0,-1.0
olbo,1.0,0.0,-1.0
olim zen filosi,1.0,0.0,-1.0
oliveri,1.0,0.0,-1.0
olivi,2.0,12.0,10.0
olivi castello,1.0,0.0,-1.0
olivier,3.0,0.0,-3.0
olivieri,8.0,13.0,5.0
olmo,38.0,5.0,-33.0
olmo zuliani,1.0,0.0,-1.0
ongaro,6.0,1.0,-5.0
origoni,6.0,0.0,-6.0
orio,11.0,20.0,9.0
oriuli,1.0,0.0,-1.0
orsetti,14.0,1.0,-13.0
orsini,5.0,3.0,-2.0
orsolini,2.0,2.0,0.0
ortali,1.0,9.0,8.0
ortica,1.0,0.0,-1.0
ottobon,3.0,0.0,-3.0
ottoboni,1.0,17.0,16.0
paccata,2.0,0.0,-2.0
pace castelli,1.0,0.0,-1.0
padovano,1.0,0.0,-1.0
pagan,9.0,7.0,-2.0
pagancesa,1.0,0.0,-1.0
paganello,1.0,17.0,16.0
paglia,2.0,0.0,-2.0
pagnuca,1.0,0.0,-1.0
painetti,4.0,0.0,-4.0
paladin,1.0,0.0,-1.0
palatina mora,5.0,0.0,-5.0
palavicin,1.0,0.0,-1.0
palazzi,1.0,7.0,6.0
palazzini,5.0,0.0,-5.0
palmarin,1.0,0.0,-1.0
palmarini,1.0,0.0,-1.0
palmerini,4.0,0.0,-4.0
pampinta,1.0,0.0,-1.0
panata,3.0,0.0,-3.0
panciera,3.0,10.0,7.0
pandora,1.0,0.0,-1.0
panella,1.0,0.0,-1.0
panian,4.0,0.0,-4.0
pansi,1.0,0.0,-1.0
pansonio,1.0,0.0,-1.0
panzane,1.0,0.0,-1.0
panzani,1.0,2.0,1.0
paolino,1.0,0.0,-1.0
paolucci,1.0,6.0,5.0
papafava,8.0,10.0,2.0
paparotti,1.0,0.0,-1.0
paranzuta,1.0,0.0,-1.0
parazuta,2.0,0.0,-2.0
parenzo,3.0,5.0,2.0
parenzo cividal zemel,1.0,0.0,-1.0
paris,5.0,0.0,-5.0
parisani benzon,1.0,0.0,-1.0
parmer,1.0,0.0,-1.0
paruta,1.0,2.0,1.0
parutta,2.0,1.0,-1.0
pasalaqua,1.0,0.0,-1.0
pasazzi,1.0,0.0,-1.0
pascuti,1.0,0.0,-1.0
pasetti,2.0,0.0,-2.0
pasini,3.0,4.0,1.0
pasqualetti,1.0,0.0,-1.0
pasqualetto,1.0,0.0,-1.0
pasqualigo,109.0,32.0,-77.0
pasqualigo basadona,4.0,0.0,-4.0
pasqualigo basadonna,20.0,8.0,-12.0
pasqualigo giustinian,5.0,0.0,-5.0
pasqualigo giustiniani,1.0,0.0,-1.0
pasqualigo morosini,1.0,0.0,-1.0
pasqualigo soranzo,6.0,0.0,-6.0
pasqualigo zustinian,3.0,0.0,-3.0
pasqualini,10.0,0.0,-10.0
pasquetti,5.0,0.0,-5.0
passa l'acqua,1.0,0.0,-1.0
passirani,1.0,0.0,-1.0
passis,3.0,0.0,-3.0
pasta,1.0,1.0,0.0
pasta domeghini,1.0,0.0,-1.0
pastasi,1.0,0.0,-1.0
pastori,1.0,15.0,14.0
patarol,23.0,0.0,-23.0
pauli,2.0,0.0,-2.0
paulucci,3.0,9.0,6.0
pauluzzi,1.0,0.0,-1.0
pedretti,1.0,1.0,0.0
pedrinelli,7.0,0.0,-7.0
pedrini,10.0,0.0,-10.0
pedrocchi,1.0,13.0,12.0
pedrocchi rosa,1.0,0.0,-1.0
pedroch,1.0,0.0,-1.0
pegolotto,2.0,0.0,-2.0
pel,2.0,0.0,-2.0
pelegrini,6.0,1.0,-5.0
peli,3.0,0.0,-3.0
pelizari,1.0,0.0,-1.0
pelizioli,2.0,1.0,-1.0
pellegrini,10.0,2.0,-8.0
pelli,1.0,0.0,-1.0
pelliccioli,1.0,0.0,-1.0
pellicioli,6.0,0.0,-6.0
pellizioli,1.0,0.0,-1.0
pellizzioli,1.0,0.0,-1.0
pellizzoli,1.0,0.0,-1.0
pensa,3.0,0.0,-3.0
penso,4.0,7.0,3.0
penzo,3.0,0.0,-3.0
perabo,2.0,0.0,-2.0
perazzi,1.0,0.0,-1.0
perazzo,18.0,7.0,-11.0
perego,1.0,0.0,-1.0
peretti,1.0,0.0,-1.0
peringeo,4.0,0.0,-4.0
peroca,1.0,0.0,-1.0
perotini,2.0,0.0,-2.0
perrazzo,6.0,0.0,-6.0
persa,1.0,0.0,-1.0
persego,9.0,1.0,-8.0
persico,7.0,36.0,29.0
persone,1.0,0.0,-1.0
persone padavin,3.0,0.0,-3.0
peruli,1.0,0.0,-1.0
pesaro,72.0,65.0,-7.0
pesce,1.0,0.0,-1.0
pesero,1.0,0.0,-1.0
pesetti,2.0,0.0,-2.0
petricelli,1.0,0.0,-1.0
petricelli maccarini,1.0,0.0,-1.0
petrina,1.0,0.0,-1.0
petrobelli,3.0,0.0,-3.0
petrogali,1.0,0.0,-1.0
petrogalli,2.0,10.0,8.0
petrone,1.0,0.0,-1.0
pettorosso,1.0,0.0,-1.0
pezana,1.0,0.0,-1.0
pezzana,10.0,12.0,2.0
piacentini,2.0,0.0,-2.0
pialazo,1.0,0.0,-1.0
pianell,1.0,0.0,-1.0
pianella,12.0,7.0,-5.0
piantoni,1.0,1.0,0.0
piazza,1.0,3.0,2.0
piccharoli,1.0,0.0,-1.0
picchi,11.0,0.0,-11.0
piccioli,3.0,1.0,-2.0
picco,15.0,0.0,-15.0
piccoli,5.0,6.0,1.0
piccoli zinelli,7.0,0.0,-7.0
picenghi,1.0,0.0,-1.0
piceni,1.0,0.0,-1.0
picini,1.0,0.0,-1.0
pico,1.0,2.0,1.0
pieri,2.0,1.0,-1.0
pietrobelli,3.0,0.0,-3.0
pignata zanfonti,1.0,0.0,-1.0
piloto,1.0,0.0,-1.0
pirano,1.0,0.0,-1.0
pirona,1.0,0.0,-1.0
pisani,224.0,208.0,-16.0
pisani dondiorologi,1.0,0.0,-1.0
pisani dondirologi,1.0,0.0,-1.0
pisani lombardo,5.0,0.0,-5.0
pisani morosini,2.0,0.0,-2.0
pisani pisani,1.0,0.0,-1.0
pivati,3.0,0.0,-3.0
pizzamano,6.0,8.0,2.0
pizzoni,4.0,0.0,-4.0
poccolo,1.0,0.0,-1.0
pocobello,2.0,0.0,-2.0
polacco,1.0,4.0,3.0
polacho,1.0,0.0,-1.0
polani,31.0,0.0,-31.0
poleni,2.0,0.0,-2.0
poletti,1.0,1.0,0.0
poli,2.0,16.0,14.0
polichuia,1.0,0.0,-1.0
polita,2.0,0.0,-2.0
pollarol,2.0,0.0,-2.0
polli,3.0,1.0,-2.0
polverini,9.0,0.0,-9.0
polvero,1.0,0.0,-1.0
pomachel,1.0,0.0,-1.0
pomer,5.0,0.0,-5.0
pomo,5.0,0.0,-5.0
ponte,7.0,14.0,7.0
ponte lodoli,1.0,0.0,-1.0
pontello,1.0,0.0,-1.0
ponti,4.0,1.0,-3.0
porta,1.0,17.0,16.0
porta guazzo,2.0,0.0,-2.0
pozzetto,1.0,0.0,-1.0
pozzo,4.0,2.0,-2.0
pranzani,1.0,0.0,-1.0
prazani,1.0,0.0,-1.0
premuda,3.0,3.0,0.0
presti,1.0,0.0,-1.0
previani,1.0,0.0,-1.0
prezato,1.0,0.0,-1.0
prezzato,7.0,18.0,11.0
priuli,184.0,173.0,-11.0
priuli bollini,2.0,0.0,-2.0
priuli bonfadini,1.0,0.0,-1.0
priuli contarini testa,1.0,0.0,-1.0
priuli foscarini,2.0,0.0,-2.0
priuli ninfa,3.0,1.0,-2.0
priuli querini,1.0,0.0,-1.0
priuli scarpon,1.0,0.0,-1.0
priuli zorzi,1.0,0.0,-1.0
priulli bonfadini,1.0,0.0,-1.0
prot,1.0,0.0,-1.0
provini,2.0,0.0,-2.0
pugna,13.0,0.0,-13.0
pugnalin,1.0,4.0,3.0
pugnalini,1.0,0.0,-1.0
pulieri padovana,1.0,0.0,-1.0
pulita,1.0,0.0,-1.0
purini,1.0,0.0,-1.0
puzzini,1.0,0.0,-1.0
quadri,3.0,2.0,-1.0
quagiato,4.0,0.0,-4.0
quarengo,2.0,0.0,-2.0
quati,7.0,0.0,-7.0
quatti,1.0,0.0,-1.0
querini,178.0,126.0,-52.0
querini angaran,1.0,0.0,-1.0
querini baffo,1.0,0.0,-1.0
querini bragadin,1.0,0.0,-1.0
querini contarini,11.0,0.0,-11.0
radaeli,1.0,0.0,-1.0
raffaeli,1.0,1.0,0.0
raffai,22.0,11.0,-11.0
raggi,1.0,0.0,-1.0
raggio,1.0,0.0,-1.0
ragno,2.0,0.0,-2.0
raipi,1.0,0.0,-1.0
raisoni,1.0,0.0,-1.0
ramanin,1.0,0.0,-1.0
rapetta,3.0,0.0,-3.0
raspi,80.0,56.0,-24.0
raspri,1.0,0.0,-1.0
ratta sila,1.0,0.0,-1.0
ratti,1.0,4.0,3.0
ravagni,1.0,1.0,0.0
ravenna,2.0,0.0,-2.0
razzolini,1.0,0.0,-1.0
razzonico,2.0,0.0,-2.0
re,2.0,0.0,-2.0
reali,2.0,27.0,25.0
recana,1.0,0.0,-1.0
recanati torniello,1.0,0.0,-1.0
recordini,1.0,0.0,-1.0
redolfi,1.0,1.0,0.0
redolfo,2.0,0.0,-2.0
redosto,1.0,0.0,-1.0
reggia,2.0,0.0,-2.0
regia,1.0,0.0,-1.0
regia barbieri,1.0,0.0,-1.0
rempi,1.0,0.0,-1.0
renier,55.0,137.0,82.0
renier bondulmier,1.0,0.0,-1.0
renier bonvicini,1.0,0.0,-1.0
renier capelo,5.0,0.0,-5.0
renzon,2.0,0.0,-2.0
rezonico,3.0,0.0,-3.0
rezzonico,13.0,29.0,16.0
ricardi,1.0,0.0,-1.0
riccaboni alabardi,1.0,0.0,-1.0
riccardi,4.0,0.0,-4.0
ricci,1.0,0.0,-1.0
riccoboni,5.0,1.0,-4.0
riccoboni allabardi,3.0,0.0,-3.0
ricetti,2.0,0.0,-2.0
richeti,1.0,0.0,-1.0
ricozzi,1.0,0.0,-1.0
rieti,1.0,0.0,-1.0
riggo,2.0,0.0,-2.0
rigoni,1.0,2.0,1.0
rimondi,3.0,0.0,-3.0
rinaldi,6.0,5.0,-1.0
riosa,1.0,0.0,-1.0
ripardi,1.0,0.0,-1.0
rissardi,1.0,0.0,-1.0
riva,37.0,58.0,21.0
riva gervasoni,1.0,0.0,-1.0
rizardi,1.0,0.0,-1.0
rizzardi,11.0,8.0,-3.0
rizzardi licini,1.0,0.0,-1.0
rizzi,24.0,39.0,15.0
rizzo,16.0,20.0,4.0
rizzotti,2.0,1.0,-1.0
robacini,2.0,0.0,-2.0
robiasi,1.0,0.0,-1.0
roda,1.0,0.0,-1.0
rola,2.0,0.0,-2.0
rolandi,2.0,0.0,-2.0
rolla,5.0,0.0,-5.0
rombacini,1.0,0.0,-1.0
rombenchi,1.0,4.0,3.0
rombiasi,2.0,2.0,0.0
rombiasio,1.0,0.0,-1.0
ronbiasi,1.0,0.0,-1.0
roncali,5.0,2.0,-3.0
roncalli,1.0,0.0,-1.0
ronchi,1.0,0.0,-1.0
ronzoni,2.0,0.0,-2.0
ropin,1.0,0.0,-1.0
roppelli,3.0,0.0,-3.0
rosa,1.0,0.0,-1.0
roselli,1.0,3.0,2.0
rosetta,1.0,0.0,-1.0
rosi,3.0,0.0,-3.0
rosin,1.0,0.0,-1.0
rosini,2.0,0.0,-2.0
rossetti,2.0,16.0,14.0
rossi,32.0,73.0,41.0
rossi dalla motta,2.0,0.0,-2.0
rossi dario,3.0,0.0,-3.0
rossini,4.0,3.0,-1.0
rosti,1.0,0.0,-1.0
rota,12.0,1.0,-11.0
rotta,3.0,9.0,6.0
rovea,1.0,0.0,-1.0
rovetta,3.0,0.0,-3.0
rubbi,9.0,8.0,-1.0
rubbini,1.0,0.0,-1.0
rubelli,1.0,13.0,12.0
ruberti,4.0,10.0,6.0
ruberti cremonesi,1.0,0.0,-1.0
rubini,11.0,2.0,-9.0
ruggeri,2.0,0.0,-2.0
ruini,6.0,0.0,-6.0
rumieri,1.0,8.0,7.0
rusca,6.0,0.0,-6.0
rusconi,1.0,0.0,-1.0
ruti,2.0,0.0,-2.0
ruzini,12.0,26.0,14.0
ruzzini,15.0,18.0,3.0
sabada,1.0,0.0,-1.0
sabioni,1.0,1.0,0.0
saggio,3.0,0.0,-3.0
saghes,1.0,0.0,-1.0
saghezi,1.0,0.0,-1.0
sagramoso,1.0,0.0,-1.0
sagredo,105.0,85.0,-20.0
sagredo dona,1.0,0.0,-1.0
sagredo donada,5.0,0.0,-5.0
sagredo spinelli,2.0,0.0,-2.0
sagredo zambelli,2.0,0.0,-2.0
sala,4.0,8.0,4.0
salamon,19.0,9.0,-10.0
saleo,1.0,0.0,-1.0
saler,6.0,4.0,-2.0
saleri,1.0,0.0,-1.0
salomon,1.0,0.0,-1.0
saluzzo,1.0,0.0,-1.0
salvi,1.0,7.0,6.0
salvioni,3.0,9.0,6.0
san giovan toffetti,12.0,0.0,-12.0
sandei,16.0,1.0,-15.0
sandi,17.0,28.0,11.0
sandrelli,2.0,0.0,-2.0
sandri,1.0,1.0,0.0
sangian bofetti,1.0,0.0,-1.0
sangiantofetti,5.0,0.0,-5.0
sangiatofetti,1.0,0.0,-1.0
sangiontoffetti,1.0,0.0,-1.0
sanguinazzi rapetta,1.0,0.0,-1.0
sansenio,1.0,0.0,-1.0
sanson,1.0,0.0,-1.0
sansoni,2.0,6.0,4.0
sansonia,1.0,0.0,-1.0
santi,2.0,0.0,-2.0
santi busca,2.0,2.0,0.0
santolini,1.0,0.0,-1.0
santonini,1.0,3.0,2.0
santorio,6.0,7.0,1.0
santurini,1.0,0.0,-1.0
sanudo,42.0,11.0,-31.0
sanzia,1.0,0.0,-1.0
sanzonio,3.0,2.0,-1.0
saraval,8.0,1.0,-7.0
sardi,48.0,14.0,-34.0
sartorio,3.0,0.0,-3.0
sarzetto,3.0,0.0,-3.0
savelli,1.0,0.0,-1.0
savi,2.0,1.0,-1.0
savicho,1.0,0.0,-1.0
savioni,5.0,4.0,-1.0
savognarn,1.0,0.0,-1.0
savoldelli,1.0,0.0,-1.0
savorgna,1.0,0.0,-1.0
savorgnan,31.0,33.0,2.0
savorgnian,6.0,2.0,-4.0
savorgnian martinengo,1.0,0.0,-1.0
savornian,4.0,0.0,-4.0
sbrignadello,1.0,0.0,-1.0
scalfarotto,8.0,2.0,-6.0
scanzi,1.0,0.0,-1.0
scanzi cechina,1.0,0.0,-1.0
scarella,2.0,8.0,6.0
scarmignani,2.0,0.0,-2.0
scarminati,3.0,0.0,-3.0
schiaviari pesenti,1.0,0.0,-1.0
schiavo,3.0,0.0,-3.0
schiavon,1.0,0.0,-1.0
schietti,3.0,0.0,-3.0
scolari,1.0,0.0,-1.0
scoli,8.0,0.0,-8.0
scombreto,4.0,0.0,-4.0
scoti,2.0,0.0,-2.0
scotta,1.0,0.0,-1.0
scotti,29.0,3.0,-26.0
scotti piccini,2.0,0.0,-2.0
segre,1.0,0.0,-1.0
seles,5.0,1.0,-4.0
seloni,2.0,0.0,-2.0
semeari,1.0,0.0,-1.0
semensi,1.0,0.0,-1.0
semenzi,9.0,10.0,1.0
semettin,1.0,0.0,-1.0
semitecolo,6.0,5.0,-1.0
semitecolo guerra,2.0,0.0,-2.0
semittecolo,1.0,0.0,-1.0
semolen,1.0,0.0,-1.0
semolina,1.0,0.0,-1.0
sera,1.0,2.0,1.0
serafini,2.0,3.0,1.0
serfantin,1.0,0.0,-1.0
settemin,2.0,0.0,-2.0
settevin,1.0,0.0,-1.0
sghezzi,1.0,0.0,-1.0
sieps,1.0,0.0,-1.0
signoretti,3.0,0.0,-3.0
sila,1.0,0.0,-1.0
silvestrini,5.0,6.0,1.0
simoni,3.0,3.0,0.0
sizza,1.0,0.0,-1.0
soardi,2.0,17.0,15.0
soares trevisan,3.0,0.0,-3.0
soderini,1.0,6.0,5.0
sola,8.0,0.0,-8.0
solari,14.0,87.0,73.0
soldadini,1.0,0.0,-1.0
somazzi,1.0,0.0,-1.0
sonzonio,1.0,0.0,-1.0
soprana,2.0,1.0,-1.0
sora,5.0,0.0,-5.0
sorana,1.0,0.0,-1.0
sorano senin,1.0,0.0,-1.0
soranza,1.0,0.0,-1.0
soranzo,135.0,90.0,-45.0
soranzo crota,2.0,0.0,-2.0
soranzo crotta,19.0,0.0,-19.0
soranzo doro,2.0,0.0,-2.0
soranzo grotta,7.0,0.0,-7.0
soranzo longo,2.0,0.0,-2.0
soranzo picoli,1.0,0.0,-1.0
soranzo piovene,3.0,0.0,-3.0
soravia,1.0,0.0,-1.0
sorci,1.0,0.0,-1.0
sorei,2.0,0.0,-2.0
sorra,1.0,0.0,-1.0
sorzetto,1.0,1.0,0.0
sovardi,1.0,0.0,-1.0
sozzi,2.0,0.0,-2.0
spada,1.0,2.0,1.0
spadon,1.0,2.0,1.0
spadoni,2.0,0.0,-2.0
spelimbergo,1.0,0.0,-1.0
spigariol,1.0,0.0,-1.0
spilimbergo,2.0,2.0,0.0
spinazzi,1.0,0.0,-1.0
spineli,1.0,0.0,-1.0
spinelli,19.0,12.0,-7.0
spinelli barisoni,2.0,0.0,-2.0
spinello,2.0,0.0,-2.0
squadron,4.0,0.0,-4.0
stai,2.0,1.0,-1.0
stancani,2.0,0.0,-2.0
stancari,1.0,0.0,-1.0
stefani,7.0,0.0,-7.0
steffani,6.0,24.0,18.0
stella,5.0,14.0,9.0
stemar,1.0,0.0,-1.0
straolin,5.0,0.0,-5.0
stringari,1.0,0.0,-1.0
stropari,2.0,0.0,-2.0
stropian,1.0,0.0,-1.0
stropiani,1.0,0.0,-1.0
stua,2.0,0.0,-2.0
suarez,2.0,0.0,-2.0
suarez barbaran,1.0,0.0,-1.0
suarez trevisan,1.0,0.0,-1.0
succi,1.0,0.0,-1.0
succis,1.0,0.0,-1.0
suci,3.0,0.0,-3.0
superchi,2.0,2.0,0.0
superchi lombardo,1.0,0.0,-1.0
superchi magalotti,1.0,0.0,-1.0
superchi morosini,1.0,0.0,-1.0
sutta,1.0,0.0,-1.0
suzzi,12.0,0.0,-12.0
tabacco,2.0,0.0,-2.0
tacovich,2.0,0.0,-2.0
taffarello canella,1.0,0.0,-1.0
taffetti,4.0,0.0,-4.0
taggetti,1.0,0.0,-1.0
tagher,2.0,1.0,-1.0
tagliapietra,4.0,9.0,5.0
tamagin,1.0,0.0,-1.0
tamagnin,1.0,0.0,-1.0
tamagno,3.0,8.0,5.0
tanaglia stoppin,3.0,0.0,-3.0
tanza,5.0,0.0,-5.0
tarabotto,1.0,0.0,-1.0
tasca,25.0,14.0,-11.0
tascha,1.0,0.0,-1.0
taschi,1.0,0.0,-1.0
tasini,1.0,0.0,-1.0
tassin,2.0,0.0,-2.0
tassis,1.0,1.0,0.0
tavana,1.0,0.0,-1.0
tavei,1.0,0.0,-1.0
tavelli,2.0,0.0,-2.0
tealdi,1.0,0.0,-1.0
teardo,1.0,0.0,-1.0
tebaldi,4.0,2.0,-2.0
teracina,2.0,0.0,-2.0
terracina,1.0,1.0,0.0
terreni,1.0,0.0,-1.0
terzi,15.0,1.0,-14.0
tessari,1.0,0.0,-1.0
tessini,1.0,0.0,-1.0
testa,29.0,4.0,-25.0
tetta,1.0,0.0,-1.0
teza forner,1.0,0.0,-1.0
thiepolo,2.0,0.0,-2.0
tibon,1.0,0.0,-1.0
ticconi,1.0,0.0,-1.0
tiepola,1.0,0.0,-1.0
tiepoli,2.0,0.0,-2.0
tiepolo,80.0,99.0,19.0
tinelli,1.0,0.0,-1.0
tiozzi,1.0,0.0,-1.0
tirabosco,3.0,2.0,-1.0
tirinelli,4.0,0.0,-4.0
tirrinelli,1.0,0.0,-1.0
titoni,1.0,0.0,-1.0
tobi,1.0,0.0,-1.0
toderini,6.0,42.0,36.0
todesca,1.0,0.0,-1.0
todeschini,5.0,31.0,26.0
todo,1.0,0.0,-1.0
toffetti,14.0,1.0,-13.0
tolosi dalla mota,1.0,0.0,-1.0
tolotta,1.0,0.0,-1.0
tolotti,1.0,0.0,-1.0
tolusi,1.0,0.0,-1.0
toma mocenigo,1.0,0.0,-1.0
toma mocenigo soranzo,4.0,0.0,-4.0
tomadelli,1.0,1.0,0.0
tomagnin,2.0,0.0,-2.0
tomasi,3.0,5.0,2.0
tomasini,24.0,18.0,-6.0
tomasini brasi,3.0,0.0,-3.0
ton,1.0,2.0,1.0
tonan,1.0,0.0,-1.0
toninoti lignago,1.0,0.0,-1.0
toniolo,4.0,0.0,-4.0
tonsi,1.0,0.0,-1.0
torcon lipomano,1.0,0.0,-1.0
torelli,3.0,0.0,-3.0
torioni armani,2.0,0.0,-2.0
torni,17.0,10.0,-7.0
torni battistol,1.0,0.0,-1.0
tornielo,6.0,0.0,-6.0
tornimbeni,1.0,0.0,-1.0
torninben,4.0,0.0,-4.0
torninbeni,1.0,0.0,-1.0
torriani armani,3.0,0.0,-3.0
tosati,2.0,0.0,-2.0
tosato,2.0,0.0,-2.0
toselli,2.0,0.0,-2.0
tosetti,1.0,0.0,-1.0
tossato,1.0,0.0,-1.0
tosta,1.0,0.0,-1.0
tovel,1.0,0.0,-1.0
traini,1.0,0.0,-1.0
tramontin,1.0,0.0,-1.0
tramontini,2.0,1.0,-1.0
trani,3.0,0.0,-3.0
travagnina,4.0,0.0,-4.0
travagnini,4.0,0.0,-4.0
traversi,1.0,11.0,10.0
tremignon,1.0,0.0,-1.0
trentin,2.0,2.0,0.0
trevano,14.0,8.0,-6.0
treves,3.0,16.0,13.0
trevisan,130.0,89.0,-41.0
treza,1.0,0.0,-1.0
trezziola,1.0,0.0,-1.0
trieste,5.0,15.0,10.0
trivignon,1.0,0.0,-1.0
trivisan,1.0,0.0,-1.0
trognon,1.0,0.0,-1.0
tron,80.0,24.0,-56.0
trota magno,2.0,0.0,-2.0
tuggo,2.0,0.0,-2.0
uccelli,1.0,0.0,-1.0
ucelli,2.0,0.0,-2.0
usabelli,2.0,0.0,-2.0
usti,1.0,0.0,-1.0
valaresso,3.0,20.0,17.0
valasso,1.0,0.0,-1.0
valentini,1.0,3.0,2.0
valenzin,1.0,0.0,-1.0
valeres,1.0,0.0,-1.0
valeresso,7.0,0.0,-7.0
valetta,1.0,0.0,-1.0
valier,37.0,36.0,-1.0
valier bembi,1.0,0.0,-1.0
valier bembo,16.0,0.0,-16.0
valier benbo,1.0,0.0,-1.0
valier tiepolo,2.0,0.0,-2.0
valier vituri,1.0,0.0,-1.0
valiet,1.0,0.0,-1.0
vallani,1.0,0.0,-1.0
vallaresso,9.0,2.0,-7.0
valle,11.0,0.0,-11.0
valle viccelli,2.0,0.0,-2.0
valle vicelli,2.0,0.0,-2.0
vallereso,1.0,0.0,-1.0
valmarana,4.0,16.0,12.0
valmarana pisani,8.0,0.0,-8.0
valmarara pisani,1.0,0.0,-1.0
valreso,1.0,0.0,-1.0
valvareso,1.0,0.0,-1.0
valvaretto,1.0,0.0,-1.0
valvasero,1.0,0.0,-1.0
vanagarden,1.0,0.0,-1.0
vanalli,2.0,0.0,-2.0
vanasse,1.0,0.0,-1.0
vandi,1.0,0.0,-1.0
vanel,1.0,0.0,-1.0
vanella ferretti,8.0,0.0,-8.0
vanelli feretti,1.0,0.0,-1.0
vanello,1.0,0.0,-1.0
vanello ferretti,1.0,0.0,-1.0
vanest,2.0,11.0,9.0
vaneste,1.0,0.0,-1.0
vanini,1.0,0.0,-1.0
varda,2.0,2.0,0.0
varini,1.0,0.0,-1.0
varotti,2.0,0.0,-2.0
varotto,1.0,0.0,-1.0
varuti,1.0,0.0,-1.0
vattielli,1.0,2.0,1.0
vautenangher,1.0,0.0,-1.0
vazzolea,1.0,0.0,-1.0
vedelli,2.0,0.0,-2.0
vedoa,9.0,0.0,-9.0
vedramin,1.0,0.0,-1.0
velerio,3.0,0.0,-3.0
venancio,1.0,0.0,-1.0
venantio,11.0,0.0,-11.0
venantio spinelli,2.0,0.0,-2.0
venanzio,1.0,1.0,0.0
vendramin,90.0,66.0,-24.0
vendramin marcello,1.0,0.0,-1.0
venier,190.0,172.0,-18.0
venier pisani,1.0,0.0,-1.0
veniero,2.0,0.0,-2.0
ventura,54.0,9.0,-45.0
venturini,3.0,4.0,1.0
verdanci,1.0,0.0,-1.0
verdi,8.0,21.0,13.0
verdizoti malipiero,2.0,0.0,-2.0
vergotin,3.0,0.0,-3.0
verri,1.0,0.0,-1.0
verzi,4.0,0.0,-4.0
verzotti,1.0,0.0,-1.0
vetturi,6.0,10.0,4.0
vetturi molin,3.0,0.0,-3.0
vetturi morosini,1.0,0.0,-1.0
vezzi,17.0,1.0,-16.0
vianel,2.0,0.0,-2.0
viani,5.0,2.0,-3.0
vianol,3.0,0.0,-3.0
vianol renier,2.0,0.0,-2.0
vianoli,3.0,0.0,-3.0
vianoli renier,4.0,0.0,-4.0
vianolli renier,4.0,0.0,-4.0
viario,1.0,0.0,-1.0
vicenti foscarini,3.0,0.0,-3.0
vicenzi,1.0,0.0,-1.0
vicenzoti,1.0,0.0,-1.0
vidali,8.0,0.0,-8.0
vidali bembo,1.0,0.0,-1.0
vidam,1.0,0.0,-1.0
vidiman,10.0,17.0,7.0
vidiman bettoni,1.0,0.0,-1.0
vidiman passa,1.0,0.0,-1.0
vidimian,1.0,0.0,-1.0
vidman,50.0,3.0,-47.0
viel,5.0,0.0,-5.0
viero,1.0,0.0,-1.0
vierra,1.0,0.0,-1.0
vignola,12.0,17.0,5.0
vigonza,4.0,0.0,-4.0
vinanti,1.0,1.0,0.0
vincenti,8.0,0.0,-8.0
vincenti foscarini,1.0,3.0,2.0
vincenti miani,3.0,0.0,-3.0
vinchieruta,1.0,0.0,-1.0
viotti,1.0,0.0,-1.0
viscardi,3.0,0.0,-3.0
visentini,2.0,4.0,2.0
vitalba,4.0,1.0,-3.0
vitali,1.0,15.0,14.0
vitier,1.0,0.0,-1.0
vittarel,1.0,0.0,-1.0
vitti,8.0,0.0,-8.0
vitti morosini,2.0,0.0,-2.0
vittori morosini,1.0,0.0,-1.0
vitturi,26.0,7.0,-19.0
vitturi moresini,3.0,0.0,-3.0
vitturi morosini,2.0,0.0,-2.0
vituri barbarigo,1.0,0.0,-1.0
vizier,1.0,0.0,-1.0
vlasto,1.0,0.0,-1.0
volpi,1.0,4.0,3.0
volta bollini,2.0,0.0,-2.0
volta bonlini,2.0,0.0,-2.0
voltera,5.0,0.0,-5.0
vuanosich,1.0,0.0,-1.0
zaguri,11.0,14.0,3.0
zamadio,1.0,0.0,-1.0
zambelli,6.0,39.0,33.0
zampetto,1.0,0.0,-1.0
zanardi,4.0,3.0,-1.0
zanari,4.0,0.0,-4.0
zanca curamera,1.0,0.0,-1.0
