owner_family_name,building_functions
durighello,"casa,casotto"
durli,"casa,casa,casa"
dusto,casa
eirzzo,"casa,casa,appartamento, casa"
elia,"casa,casa"
emo,"casa,casa,bottega,casetta,casetta,casa,casetta,casa,casa,casa,casa,casa,bottega, casa,casa,casa,bottega, casa,camera,casa,casa,casetta,bottega, casa, magazzeno,appartamento, casa,casa,bottega, casa,casa,casa,volta,casa, magazzeno,casa,bottega, casa"
emo foscarini,casa
emo michiel,casa
eox,casa
ercolina,casa
eriso,"bottega, casa,bottega, casa"
erizo,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,appartamento, casa,magazzeno,magazzeno,bottega,casa"
erizzo,"casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,bottega, casa,casa, locanda,casa,casa,bottega,casa,casa,casetta,casetta,casa,casa,casa,casa,casa,casetta,casa,casa,casetta,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,bottega,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casetta,bottega, casa,casa,casa,casa,bottega,casa,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,casa, ospizio,casa,bottega,bottega,bottega, casa,casa,casa,casa,bottega, casa,bottega, casa,bottega,bottega,casa,bottega,casa,bottega, casa,bottega,bottega, casa,appartamento, casa,bottega,bottega, casetta,casa,casa"
erizzo canal,"appartamento, casa,bottega, volta"
ertz,"casa,casetta,casetta,casetta,casetta,casa,casa,casa,casa,casa,casa"
erz,"casa,casa"
erz olin,"casa,casa,casa,casa, stanza,casa,casa"
fabrici,bottega
fabris,"casa,bottega,casetta,bottega, casa,casa,casa,casa,casa,casa,casa"
fabris gerardi,"bottega, casa"
faccini,"casa,casa,casa,casa,casa,casa"
faccio,casa
facco,casa
fachin,casa
fachinetti,"casa,bottega"
falico,"casa,casa"
falier,"casa,casa,casa,casa,casa,casa, orto,casa,casa,bottega,casa,casa, orto,casa,bottega,casa,casa,casa,casa,casa,casetta,casetta"
falier bembo,casa
falier corner,"casa,bottega, casa,bottega,bottega,casa,casa,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casa,casa,bottega,casa,bottega, casa,casa,casa, forno,casetta,bottega,bottega, casa,casa,bottega"
fallier,"casa,casa,casa,casa"
fallier bembo,"casa,casa"
fanelli poli,forno
fanello,casa
fantinelli,"casa,casa,casa,casa,casa"
fanzelli,casa
farniella,"casa,casa"
farsene,casa
farsetti,"casa,casa,casa,casa,casa,casa,casa,casa,appartamento,magazzeno,casa, magazzeno,bottega"
fasini,casa
fasoli bernardo,"casa,casa,casa,magazzeno"
fazzaddio,"bottega, casa"
fazzadio,"casa,casa"
fedrici,magazzeno
felippini,casa
fellipini,"casa,casetta"
feltre,"casa,casa,casa"
fensi,casa
ferabo,"casa,casa,casa"
feracina,"appartamento,appartamento,appartamento,casa, luogo, ospizio,casa, luogo, ospizio"
ferari,"bottega,bottega,bottega"
ferasina,casa
ferasini,"casa,casa,casa"
ferassini,casa
ferei,"bottega, casa"
feretti,"casa,casa"
ferinelli,casa
ferrabo,"casa,casa"
ferracini,"bottega, casa"
ferramasca,"appartamento, camera"
ferrari,"casa,casa,casetta,casa,casa,bottega, casa,casa,casa,casa,bottega"
ferrari stella,"bottega, casa"
ferreti,casa
ferretti,"bottega, casa,bottega, casa,casa, casetta,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, volta,bottega, casa,bottega, volta"
ferri,"casa,casa,casa,casa,casa,casa,casa,casa,casa"
ferro,"casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,palazzo,bottega,casa,casa,bottega, casetta,bottega, casa,casetta,casetta,casetta,casa,casa,casetta,casa,casa,bottega, casa,casa,bottega,camera,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega,magazzeno,casa,casa,casa,volta,casa,casa,casa"
ferru,"bottega, casa"
ferzi,magazzeno
fiberti,casa
filippi,"bottega, casa,forno"
filippina,casa
filippini,"casa,casa,casa,casa,casa,casa,casa,magazzeno"
filosi,"casa,casa,casa,casa,bottega, pollaio,casa,casetta,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,bottega, casa, magazzeno,appartamento,appartamento,bottega,bottega,bottega,bottega,luogo, ponte,luogo, ponte,magazzeno,magazzeno,casa,casa,casa,casa,casa,casa,casa"
filuspergher,bottega
fini,"casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,bottega,bottega, volta,bottega,bottega, casa"
fiorelli,"appartamento, casa,appartamento, casa"
fioretti,"casetta,casa"
fiorina,casa
fizzio,"casa,casa,casa"
flangini,"bottega, casa"
folla pozzo,"casa,casa,casa"
fonceca,casa
fonel,casa
fontana,"casa,casa,casa,bottega,casa,casa, forno,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, casa"
fontana albrizzi,casa
fontana barbo,"casa,bottega,bottega"
fonte,"casa,casa,casa,casa,magazzeno,casa,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa, magazzeno,casa,casetta,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,bottega, casa,bottega, casa,bottega, casa,bottega, casa,magazzeno,bottega,casetta,casa,casa,casa,casa,casa"
fonti,"bottega,bottega"
foppa,casa
foresti,"casa,bottega, casa,bottega, casa,bottega,bottega"
formenti,"casa,casa,casetta,casa,casa,casa,casa,casa,casetta,casa,casa,casa,casa,bottega, casa,bottega"
fornara,bottega
forte,casa
fortunata da riva,"bottega, casa,casa"
foruzzi,casetta
fosa,"bottega, casa"
foscari,"casa,casetta,casetta,casa,casetta,casetta,appartamento,appartamento,bottega, casa,casa,casa,bottega, casa,casa,bottega,bottega,casa,casa,bottega, casa,bottega,bottega,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa, corto,casa, orto,casa, orto,casa, orto,casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega,magazzeno,appartamento, casa,casa,casa,casetta,casa,casa,bottega,bottega,bottega,casa,casa,casa,bottega,casa,casetta,bottega, casa,casa,bottega, pollaio,bottega,bottega, volta,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,bottega,bottega,bottega,casa,bottega,bottega,casa,casa,bottega, pollaio,casa,bottega,magazzeno,casa,appartamento, bottega, casa,appartamento, bottega, casa,appartamento, bottega, casa,appartamento, bottega, casa,appartamento,appartamento,casa,casa,casetta,bottega"
foscari zanobri,"bottega, casa"
foscarini,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa,casetta,casetta,casetta,casa,casetta,casa,casa,casa,bottega, casa,bottega,casa,casa,bottega, casa,casetta,bottega,bottega, casa,bottega,bottega, casa,bottega,casa,casa,casa,casetta,casa,bottega, casetta, tagliapietra,casetta,casa,casa,casa,casa,casetta,casetta,casetta,casa,casa,casa,casa,casa,casetta,casetta,casetta,magazzeno,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,bottega, casa,casa,casa,magazzeno,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa, terreno,casa,casa,casa,casa,casa,casa,casetta,bottega, casa,casa, forno,casa,bottega, volta,bottega,bottega,bottega, casa,bottega,magazzeno,casa,casa,casa,casa,bottega,bottega,bottega,bottega,bottega,bottega,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega,bottega,bottega, casa,bottega,bottega, casa,casa,casa,bottega,bottega,bottega,volta,magazzeno,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa"
foscarini garzoni,"casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa"
foscarini priuli,casa
foschari,casa
foscoli,casa
foscolo,"bottega,bottega,stabile,casetta,bottega,bottega,casa,casa,casa,casa,casa"
foscolo dona,casa
fossa,casa
fossalli,casetta
fossati,casa
fracasseti,magazzeno
fracassetti,"casa,casa,bottega, casa"
fraini,bottega
framondo,"bottega,casa,casa,casa"
franca,"casa,appartamento, casa,appartamento,magazzeno,casetta"
franceschetti,bottega
franceschi,"casa,bottega, casa,casa,casa,casa,bottega,bottega,bottega,bottega, casa,bottega,casa,casa,casa,casa,casa,casa,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,bottega,casa,casa,casa,casa,bottega, casetta,bottega, casa,bottega, casa,bottega,bottega,casa,casa,casa,bottega, casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa"
franceschi dalla mota,"casa,casa"
franceschini,"bottega, casa"
francescone,casa
francesconi,"bottega, casa"
franchi,casa
franco,casa
franco d'almeda,casa
frangin,magazzeno
frangini,"casa,casa,casa,casa,casa,casa,casa"
franzi fava,"casa,casa"
franzoni,"casotto,casotto,bottega, caffe"
frari,"casa,bottega,casa"
frascinetti,"casa,casa,casa"
frizelini,casa
fruel,casa
fugazzoni,bottega
fugo,casetta
fulcis,casa
fulgosi,"bottega, camera, casa, luogo"
fusi,magazzeno
fuzari,casa
gabbiati,casetta
gabezi,casa
gabrieli,"bottega, casa,bottega, casa,bottega,casa, ponte,casa,casa,magazzeno,casa,casa,casa,casa,casa,bottega,bottega, casa"
gabrielli,"bottega, casa"
gabrini,"casa,casa,volta"
gabusi,"casa,casa"
gaffuri,"bottega, casa"
gagiardello,casa
gagietta,casa
gagio,"casa,casa,casa"
gai,casa
gajo,casa
galante,"casa,casa,bottega, casa,magazzeno"
galanti,"casa,casa"
galbadin,"casa,casa"
galicii,"bottega, casa"
galico santorio,"casa,casa"
galizioli,"casa,casa"
gallani,"bottega, casa"
galli menafoglio,"casa,casa"
gallici,"bottega, casa"
gallicioli,casa
gallivo,casa
gallizzi,"bottega, volta"
gallo,"casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa"
ganassa,"casa,casa,casa,casa,casa,casa,casa,casa"
ganassoni,"bottega, casa,magazzeno,bottega, casa"
ganossa,casa
garagnin,"bottega, casa"
garati,casa
garberi,casa
garbiza,casa
gardani,"casa, squero,magazzeno,magazzeno,casa,casa,casa,bottega,casa,casa,casa,bottega,bottega, terreno,bottega"
gardea,casa
gardenali,bottega
gareli,casa
garelli,"bottega,bottega,casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa"
garzoni,"casa,casa,casa,casa,casa,casa, casetta,casa, casetta"
garzoni diedo,"appartamento,appartamento,casa,casa"
gasetti,casa
gasparini,"casa,casa,casa,casa,casa,casa,casa,casa,casa,appartamento, casa,casetta"
gasparon,casa
gasperini,"bottega, casa,casa"
gastaldello roncae,"casa, forno"
gatta,"casa,bottega,casa, orto,bottega"
gattei,"casa,appartamento, casa,casa"
gattelli,casa
gavazzi,"casa,casa"
gaverina,bottega
gazaroni,"bottega,bottega"
gazzolo,casa
gemon,"casetta,casetta"
genari lenderan,casa
genca,"casetta,casetta"
gennari,"casa,bottega"
gentili,"casa,casa,casa"
gentilli,"bottega, luogo"
gerardi,"casa,casa,casa,casa,casa,bottega,casa,casa"
gerosam,"appartamento,appartamento"
gervasoni,"casetta,bottega"
gesoram,"casa, scala"
getta,casa
ghel,casetta
ghelfol,casa
ghelof,casetta
gheltof,"bottega, camera"
gheltoff,"bottega, casa"
gheri,"casa,casa"
gheringhi,"appartamento, casa,appartamento, casa"
ghetolf,"bottega, casa,casa"
ghetta,casa
ghirardi,"casa,casa,casa,casa,casa,casa,casa,casa,casa"
ghisi,"casa,bottega, casa,casa"
giacomazzi,"casa,casa,casa"
giaconiti,bottega
gianco,"casa, forno"
gianini,casa
giannati,"appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa"
gianola,"bottega, casa"
gianolla,"casa,casa,casa,casa"
giansich,casa
giavarina,"casa,casa"
gidoni,casetta
giera,"casa,casa,casa,casa"
gierardi,bottega
gio,"bottega, volta,bottega, volta"
gioanelli,"casa,bottega"
gioffre,"casa,casa,appartamento, casa,casa,casa"
giona,"bottega,bottega, casa"
giorgeta,"bottega, casa"
giotti,"bottega, casa"
giovanelli,"casa,bottega, tagliapietra, terreno,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,appartamento, casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa, corto,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, volta,bottega, casa"
girardi,"casa,casa,casa,bottega,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa"
girardini,"bottega, casa,casa,casa,casa,magazzeno"
giretti,bottega
gissoni,casa
giubas,casa
giudice,"casa,bottega"
giulianati,casa
giupponi,casa
giusti,"casa,casa,magazzeno"
giustini corner,casa
giustinian,"casa,bottega,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,bottega, casa,casa,bottega, casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,bottega,casa,casa,casa,bottega,casa,casa,casa,casa,bottega,magazzeno,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa, squero,casa,bottega, casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,bottega,casetta,casa,magazzeno,casa,casa,bottega, casa,casa,casa,casa,bottega, casa,magazzeno,casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,camera,appartamento,appartamento,appartamento,appartamento,appartamento,bottega,bottega, magazzeno,casa,casetta,casa,bottega, casa, pollaio,bottega,bottega, casa,bottega, camera,bottega, casa,bottega, casa,casa,bottega, casa,casa,casa,bottega,magazzeno,appartamento, casa,appartamento, casa,casa,casa,bottega,appartamento, casa,bottega,bottega,bottega, casa,bottega, casa,bottega,bottega,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega,bottega,volta,bottega,bottega,bottega,bottega,bottega,bottega,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casetta,casetta,casetta"
giustiniani,"bottega, casa,bottega, casa"
giustinina corner,"bottega, casa"
giustinini,"casa,casa"
gobezzi,casa
gobrisca,casa
goffre,casetta
goldoni,casa
gondulmer,casa
gondumier,bottega
goretti,"casa,casa,bottega, casa,casa"
gorlatta,casa
gozi,casetta
gozzi,casa
gozzi terzi,"bottega, casa"
gradenigo,"casa,casa,casa,casa,casa,magazzeno,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa,casetta,casa,casetta,casetta,appartamento, casetta,appartamento, casetta,bottega, casetta,casetta,casa,appartamento, casa,casa,bottega, casa,appartamento, casa,appartamento, casa,casa,casa,bottega, casa,casa,casa, forno,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,bottega, casa,bottega,bottega, casa,bottega, casa,bottega,casa, casetta, magazzeno, orto,bottega,casa,casa,casa,bottega,casa,appartamento, casa,appartamento, casa,appartamento, casa,magazzeno,casa,bottega,bottega, volta,bottega, casa,casa,bottega,bottega, casa,casa,bottega,casa,casa,magazzeno,bottega,bottega, casa,bottega, casa,casetta,casa,bottega, casa"
gradenigo corner,"casa,casa"
gradenigo de vincenzo,"bottega, casa"
graina,bottega
gramagare,"casa,casa"
grandaso,casa
grandati,"bottega, casa"
grandi,"casa,casa,casa,casa,casa,casa,casa,casa"
grandis,"bottega, casa"
grapiglia,"bottega,bottega,bottega, casa,bottega"
grassetti,casa
grassi,"bottega,magazzeno,casa,bottega,bottega, casa,casa,casa,casa, orto,casa,casa,casa,casa,casa,casa,casa,casa"
gratariol,casa
gratarol,casa
gratarol castelli,"appartamento, bottega, casa,appartamento, casa"
grataruol castelli,casa
grattarol,"casa,appartamento,casa, squero,casa,casa,bottega"
grattarol castelli,"appartamento,appartamento"
gravato,"bottega, casa"
grazzi,"appartamento, casa"
gregolin,"casa, forno"
grifalconi,"casa,casa,casa,casa,casa, corto"
grimani,"casa,bottega, casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,bottega, casa,casa,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casa,casa,casetta,casetta,casetta,bottega,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,bottega,casa,bottega, casa,casetta,casa,casa,casa,casa,casetta,casetta,casa,casetta,casa,bottega, casa,casetta,bottega,bottega,casa,casa,casa,casa,bottega,appartamento,casa,casa,casa,casa,casa, casetta,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, casa,bottega,casa,casa,casa,casa,magazzeno,bottega,bottega,bottega, casa, magazzeno,casa,magazzeno,casa,casa,casa,magazzeno,casa,bottega, casa,bottega, casa,bottega, casa,magazzeno,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa, squero,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa, scuola,casa,casa,bottega, casa,casa,casa,casa, scala,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,osteria,appartamento,appartamento,casa,casa,casa,bottega,bottega,bottega, casa,bottega, casa,bottega, casa,casa,bottega, casa,casa,bottega,bottega, casa,bottega, volta,casa,bottega, casa,bottega, casa,bottega, casa,casa,bottega, casa,bottega, casa,casa,casa,appartamento,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,scuola,bottega, pollaio,volta,magazzeno,bottega,magazzeno,magazzeno, volta,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casetta,casa,casa,bottega, casa,bottega, casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,bottega, volta,bottega, casa,bottega,casa,casa,bottega,bottega, casa,bottega"
grimani bernardo,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
grimani caleri,"appartamento, casa, magazzeno,casa,casa"
grimani contarini,"casa,appartamento, casa,bottega,casa,casa"
grimani dai servi,"casa,casa,bottega, casa"
grimani de servi,"casa,casetta,casetta,casa,casa,casa,casa,casa,casetta,casa,casa,casetta,casetta,casetta,casa,casetta,casetta,casetta,casa,casetta,casa,casa,casetta,casa,casetta,casa,casetta,casa,casetta,casa,casa,casetta,magazzeno,casa,casa,casa,casetta,casa,bottega,casetta"
grimani dei servi,"casa,casa,casa,casa,casa,casa,casa"
grimani malvezzi,"casa,casa,casa,casa,casa,bottega,bottega,appartamento, casa,casa,casa,casa"
grimani malvezzo,casetta
grimani sagredo,"magazzeno,casa,casa,casa"
grimani servi,casa
grinfa,bottega
grioni,"appartamento, casa,casa,casa"
griti,bottega
gritti,"casa,casa,casa,casa,casetta,bottega,magazzeno,casa,bottega, casa,casa,casetta,bottega,casa,casetta,magazzeno,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,magazzeno,appartamento, casa,appartamento, casa,magazzeno,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,magazzeno,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,magazzeno,casa,casetta,casa,casetta,casetta,casetta,casetta,casa,casa,bottega, casa,bottega,bottega, casa,casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,bottega,casa,appartamento, casa,casa,casa,magazzeno,bottega, casa,casetta,casa,bottega,casa,camera,appartamento, casa,camera,bottega,casetta,casetta,casa,casetta,casetta,casetta,casa,casa,casa,casa,casa,casetta,bottega, caffe,bottega,bottega, casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casetta,casa,casa"
gritti mocenigo,casa
gron marcello,magazzeno
groppi,"casa,casa,magazzeno,casa,casa,casa,casa,casa,bottega, casa,casa,casa"
groppo,casa
grosetti citello,casa
grotta,volta
grotti,"casa,casa"
grotto,casa
gruato,casa
guaetto,casa
guarda,"casa, casino,casa,casa,casa"
guarinoni,casa
guazzo,"casa,casetta,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,casetta"
gubbi,casa
gubi,appartamento
guerini,"bottega, casa"
guerra,"casa,casa,casa,casa,appartamento,appartamento,magazzeno,casa,appartamento,appartamento,magazzeno,casa,casa"
guerrier,"casa,magazzeno,casa"
guerrieri,casa
guerriero,"bottega, magazzeno"
guglielmi,bottega
guidotti,"casa,casa,casa,casa,casa,casa,casa"
guidotto,"casa,casa,casa,casa,casa"
gulberti,casa
gussoni,casa
gussoni curti,casa
hais,casa
hertz,"casa,magazzeno,casa,casa,casa,casa,casa,camera,magazzeno,magazzeno,casa,casa,casa,casa,casa,casa,magazzeno"
herz,"bottega, casa,casa,magazzeno,magazzeno,casa,casa,casa,bottega, casa"
hescari,casa
impuri,casa
intrioni,"casa,casa"
inverandi,bottega
inviani,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
iuanovich,casa
iustinian,casa
iustinioni,casa
labia,"bottega,casa,bottega,casa,casa,bottega, casa,casa,casa,casa,appartamento,appartamento,casa,bottega, volta,bottega, volta,bottega, volta,casa,bottega, pollaio"
laghi,"casa,bottega,casa"
lago,bottega
lama,"casa,bottega"
lameri,"appartamento, casa,casa,casa"
landar,"bottega, casa"
lando corner,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
lando correr,"casa,magazzeno,casetta,casetta,casa,bottega,casa,bottega,casa,bottega"
lando correra,casetta
lando vidiman,appartamento
lanfranchi,"casa,bottega, casa,bottega, casa,casa"
lanfranconi,casa
lanza,"casa,casa"
lanza tealdi,"casa,casa"
lapello,casetta
laplace,"casa,casa"
lardoni,"bottega, casa,bottega,casa,casa,casa,casa,casa"
latoner,casa
lavagnis,"appartamento, casa,appartamento, casa"
lavesi,magazzeno
lavezari,"casa,casa"
lavezi,casa
lavezzi,"casa,casa,casa,casa,casa"
lazari,"casa,casa,casa,casa,casa,magazzeno,bottega,casa"
lazari gussoni,casa
lazarini,"casa,casa"
lazaroni,"casa,bottega, casa,bottega,bottega"
lazeroni,bottega
lazzata,casa
lazzera,casa
legrenzi,"casa,casa"
lessi,magazzeno
levi,"casa,casetta,bottega,casa,casa,casa,casa,casa"
leze,"casetta,casetta,bottega"
liarca,"casa,casa,casa,casa,casa"
liarcha,"casa,casa"
licini,"casetta,casetta,bottega,bottega,appartamento, bottega, casa,appartamento, casa,bottega,casetta,casetta,casetta,casetta,casa"
limpomano,casa
lin,"casa,casa,casa,casa,casa,casa,bottega,casa,casa,casetta,casa,bottega,bottega,bottega, volta,bottega,bottega,bottega,bottega,bottega,bottega,bottega, pollaio,bottega,casa"
lini,"casa,bottega, casa,casa,casa,bottega, casa,casa,bottega,casa,casa,casa,casa,casa,bottega,casa,bottega, casa,appartamento, casa,bottega, casa,casa, magazzeno,bottega, casa,casa,casetta,casetta,casa,casa"
lio,"casa,bottega, casa,bottega, casa,bottega, volta,bottega,bottega, volta"
lio nomico,bottega
lion,"casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa"
lioni,"casa,bottega, casa"
lionzin,"bottega, casa"
lipamano,"casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,bottega"
lipomano,"casa,casa,casetta,casetta,casa,casa,casa,casa,casa,bottega, casa,appartamento, casa,casa,casetta,casetta"
lipomano sagredo,casa
lippamano,"bottega,bottega"
lippomani,bottega
lippomano,"casa,casa,casa,casa,bottega, casa,casa,casa"
lippomano sagredo,casa
lizzini,casa
locatelli,bottega
locatelli franceschi,casa
locatello,"appartamento, casa"
lodoli,"casa,casa,casa,casa,corto, magazzeno,casa,casa,casa,casa,casa,casa,casa"
lodoli bartoli,casa
lodovici,"casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega,bottega, casa,bottega,bottega,appartamento, casa,appartamento, casa,appartamento, casa"
lombarda priuli,bottega
lombardo,"casa,casa,casa,casa,casa,casa,casa,appartamento,appartamento,casetta,casetta,casa,casa,casetta,casa,bottega,casa,casa,casa,casetta,casetta,casa,casetta,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,bottega,casa,casetta,magazzeno"
lombria,appartamento
lombria priuli,casa
longo,"casetta,casa,casa,casa,casa,casa,bottega,casa,casa,casa, ponte,casa,casa,casa,casa,bottega,bottega,bottega,bottega"
lordean ruzini,"bottega, casa"
