owner_family_name,building_functions
luzzato vivante,"['bottega', ' casa', 'appartamento']"
luzziato demezzo,"['casa', 'casa', 'casa', 'casa']"
luzzo,"['bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'bottega', 'casa']"
macaruzzi,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'andito', 'casa', 'casa']"
macer,['magazzeno']
machiavelli,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
machiedo,"['casa', 'casa']"
macor,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa']"
macora',['casa']
maderini,"['casa', ' corto', ' luogo', 'casa', ' corto', ' luogo']"
maderni,"['casa', 'casa', 'casa', 'casa', ' corto', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa']"
maestrizzi,"['bottega', ' volta']"
maestro,"['casa', 'casa']"
mafei,['casa']
maffei,"['bottega', 'casa', 'casa', 'casa', 'sottoportico', 'casa', 'casa', 'casa', 'casa']"
maffetti,"['casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', ' magazzeno', 'casa', 'andito', 'casa']"
maffetti zen,"['casa', 'casa']"
maffioleti cima,['bottega']
maffioletti,['bottega']
maggio,"['casa', ' corto']"
magno,"['bottega', ' casa', ' corto', 'bottega', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'corto', ' palazzo', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
magno salvador,"['casa', ' corto']"
magro,"['casa', 'bottega']"
maifette,"['casa', 'casa']"
mainardi,['casa']
maino,"['bottega', 'casa', 'casa']"
maisette,"['bottega', ' casa']"
majer,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa']"
malanoti,"['magazzeno', 'bottega', 'bottega']"
malanotti,"['casa', 'appartamento', ' casa', ' volta', 'bottega']"
malascotti,"['bottega', ' locale']"
malimpiero,"['casa', 'casa', 'casa', 'casa']"
malipiero,"['casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'magazzeno', 'magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'bottega', ' casa', 'bottega']"
malipiero cappello,"['bottega', ' casa', ' corto', 'casa', 'casa']"
malosso,"['casa', 'casa', ' corto']"
malpurgo,['casa']
malta,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'magazzeno', 'casa', ' magazzeno', 'palazzo', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'appartamento', 'casa', 'appartamento', 'appartamento', 'appartamento', 'casa', 'casa', 'bottega', 'casa', 'casa', 'appartamento', 'bottega', 'appartamento', 'casa', 'casa', ' magazzeno']"
malveti,"['casa', 'casa']"
malvezi,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'corto', ' magazzeno', 'corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa']"
mamello,['bottega']
manarin,"['casa', ' magazzeno', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa']"
manasangue,"['bottega', ' casetta', 'casa']"
mandelli,['casa']
mander,"['magazzeno', 'bottega']"
manenti,"['casa', 'casa', 'casa']"
manera,"['casa', 'magazzeno']"
manerin,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
manetta,"['bottega', ' casa', 'casa']"
manezzi,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto']"
manfre',"['bottega', 'bottega', 'casa', 'casa', ' corto']"
manfredi,"['casa', ' corto']"
manfredi morari,"['magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
manfredini,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa']"
manfredo,"['bottega', ' casa', 'bottega', 'bottega', 'casa', 'casa', 'casa']"
manfrin,"['casa', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa']"
manfrini,"['casa', 'casa', 'casa', 'palazzo', 'casa', 'casa']"
manfrè,['casa']
mangiat,"['casa', 'casa']"
mangili,"['casa', ' corto', 'corto', ' palazzo']"
manin,"['bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'andito', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', ' casa', ' corto', 'casa', 'magazzeno', 'bottega', 'casa', ' corto', ' squero', 'bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', 'magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'magazzeno', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', 'bottega', 'casa', 'bottega']"
manolesso,"['casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
manolezzo,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa']"
mansini,"['bottega', ' casa']"
mantoani,"['casa', 'casa', 'casa']"
mantovani,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' luogo', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
manzato,"['bottega', ' casa', ' corto']"
manzini,"['casa', 'casa']"
manzoli,"['bottega', ' casa']"
manzoni,"['casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' magazzeno']"
manzoni badoer,"['magazzeno', 'casa', ' magazzeno', 'bottega', ' casa']"
manzoni bertoli,"['bottega', ' volta']"
manzoni savoldello,"['casa', ' corto']"
marangoni,"['casa', ' corto', 'casa']"
maraspini,['casa']
marassi,"['casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'casa', 'bottega', ' casa', ' corto', 'magazzeno', 'casa']"
maratti,"['casa', 'casa']"
marazzi,['casa']
marcalion,['casa']
marcati,['bottega']
marcatti,"['casa', 'casa', 'casa', 'casa', 'casa']"
marcella,"['casa', 'casa']"
marcellini,"['casa', ' corto']"
marcello,"['casa', 'andito', 'casa', 'casa', 'casa', ' magazzeno', 'magazzeno', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'casa', 'magazzeno', 'casa', 'bottega', ' casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', 'casa', ' corto', 'casa', 'casa', ' corto', ' magazzeno', 'bottega', ' magazzeno', 'appartamento', 'casa', 'locale', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'bottega']"
marcelo,['casa']
marchesani,"['corto', ' magazzeno', 'casa', 'corto', ' magazzeno', 'casa']"
marchesati,"['casa', 'casa', 'andito']"
marchesi,"['casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', 'bottega', ' casa', 'casa']"
marchesi sandri,"['casa', ' corto']"
marchesini,"['casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa']"
marcheti,"['casa', ' magazzeno', 'andito', 'casa']"
marchetti,['casa']
marchi,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega']"
marchidori,['casa']
marchiori,"['casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
marchiori camposampiero,"['casa', 'casa', 'casa', ' magazzeno']"
marcoleoni,"['casa', 'casa']"
marcolin,"['casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa']"
marcon,"['casa', 'casa', 'casa', 'casa', ' magazzeno']"
marconi,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'andito', 'andito', 'andito', 'andito', 'andito', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega']"
marconi biondi,['casa']
marconi michieli,"['casa', 'casa', 'magazzeno']"
marcovik,"['casa', 'casa', ' magazzeno', 'casa', ' corto']"
marendi rotta,['casa']
marieschi,['bottega']
marin,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa']"
marinello,['bottega']
marinengo,"['bottega', ' casa']"
marineti,['casa']
marini,"['bottega', ' casa', 'bottega', 'casa', ' corto', 'bottega', ' casa', 'bottega', 'casa', 'casa', ' fabbrica', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', ' magazzeno', 'casa']"
marini pizzamano,"['casa', ' corto', 'casa', ' corto']"
marino,"['casa', 'casa', 'casa']"
marinoni,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa']"
mario,"['bottega', ' casa']"
marioni,"['casa', 'casa', 'bottega', ' luogo', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', ' corto', ' palazzo', 'casa', ' corto', ' palazzo', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega']"
marioni bertoli,['casa']
marioni briana,"['casa', 'casa', 'casa', ' corto']"
marioni briani,"['casa', 'casa', 'casa', 'casa']"
marsari,"['casa', 'bottega', ' casa']"
marsiglio,['appartamento']
marsili,"['casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa']"
martello,"['casa', ' corto']"
martin,"['casa', ' corto']"
martinelli,"['casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'magazzeno', 'magazzeno', 'palazzo', 'palazzo', 'casa', 'casa', 'magazzeno', 'casa', 'appartamento', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
martinelli giovanelli,"['casa', ' magazzeno']"
martinelli perazzo,"['bottega', ' casa']"
martinengo,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'andito', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'bottega', ' casetta', ' magazzeno', 'bottega', 'casa', 'casa', 'casa', 'casa', 'corto', ' palazzo', 'casa', 'casa', ' magazzeno', 'casa']"
martini,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
martinoli,"['casa', 'casa']"
martinussi,['casa']
marubiari,['casa']
maruzzi,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', ' volta', 'bottega', 'bottega', ' volta', 'bottega', ' volta', 'bottega', 'bottega', 'bottega', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', ' casa', 'andito']"
marzari,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'magazzeno', 'magazzeno']"
marzello,['casa']
marzinoli,['casa']
marzola,"['casa', 'casa']"
marzoli,"['bottega', ' casa', 'casa']"
marzolo,"['casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa']"
marzorati,"['casa', ' corto', 'casa']"
masca,"['bottega', ' casa', ' magazzeno']"
mascarol,['casa']
maschi,"['bottega', 'bottega']"
mascoto dente,"['bottega', ' casa', ' corto']"
massa,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa']"
massari,"['bottega', ' casa']"
massitelli perazzo,"['casa', ' corto', 'casa', ' corto', 'casa']"
massucchelli,"['casa', ' magazzeno']"
mastigni,"['bottega', 'bottega']"
mastini,"['bottega', ' volta', 'magazzeno', 'casa', 'casa', 'bottega', ' casa', 'appartamento']"
mationi,"['casa', ' magazzeno']"
matoni curnis,"['casa', ' corto']"
mattiuzzi,['magazzeno']
mauro,"['magazzeno', 'casa', 'magazzeno', 'bottega', ' casa', ' corto']"
mazel,['casa']
mazzaroli,['magazzeno']
mazzocco,"['casa', 'casa', 'casa', 'casa']"
mazzochi,"['casa', 'bottega', ' casa']"
mazzoco,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
mazzola,['casa']
mazzola',['casa']
mazzoleni,"['casa', 'casa', 'corto', ' magazzeno']"
mazzoleni venezia,['casa']
mazzolin,"['casa', ' corto', 'andito']"
mazzon,"['casa', ' magazzeno', 'magazzeno', 'casa']"
mazzon franzoni,['magazzeno']
mazzona,"['casa', 'casa', 'casa']"
mazzoni,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'andito', ' corto', 'andito', ' corto', 'andito', ' corto', 'casa', 'casa', 'casa', 'andito', ' corto', 'andito', ' corto', 'andito', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'magazzeno', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega']"
mazzucchelli,['casa']
medi,"['bottega', ' casa', ' corto']"
medun,"['casa', ' corto', 'casa', 'casa', ' fabbrica']"
megliorini,['casa']
melanzini occioni,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa']"
melchiori,"['casa', ' magazzeno', 'bottega']"
melli,"['bottega', ' casa']"
memmo,"['casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', 'casa']"
memo,"['bottega', ' casa', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', 'casa', ' corto', 'casa', 'casa', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'magazzeno', 'bottega', ' casa', 'volta', 'bottega', ' volta']"
meneghetti,"['casa', 'casa', 'casa']"
menegus,['casa']
meneguzzi,"['casa', 'casa', 'casa']"
mengato,"['casa', 'casa', 'casa', 'casa']"
meniurati,"['casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno']"
mentasso,"['casa', 'casa']"
mera,"['casa', ' magazzeno', 'casa']"
meretto,['bottega']
merlin,"['casa', 'casa', 'casa']"
merlini,"['casa', 'casa', 'casa']"
merlo,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
merlo terzi,"['casa', 'casa', 'casa']"
messulam,"['bottega', ' volta']"
mestre,['casa']
mezolo,['casa']
mezzani,"['bottega', ' casa', ' magazzeno']"
miani,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'bottega', ' casa']"
miani dariva,"['bottega', 'casa', ' corto', 'casa', 'casa']"
miani di giuseppe,['casa']
michiel,['casa']
michiel bernardo,['casa']
michieli,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'bottega', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'corto', ' palazzo', 'corto', ' palazzo', 'corto', ' palazzo', 'casa', ' magazzeno', 'casa', 'casa', 'bottega', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'palazzo', 'bottega', ' casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
michielli,"['casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa']"
milani,"['casa', 'casa', 'casa']"
milesi,"['casa', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'casa', 'bottega', 'casa', ' magazzeno', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa']"
milesi zanon,"['casa', 'casa']"
milik,"['casa', 'casa']"
milla,"['bottega', 'bottega', ' casa', 'bottega', ' casa', 'casa']"
mineli vanasel castelli,"['bottega', ' casa']"
minelli,"['magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
minelli bonfadini,"['casa', ' corto']"
minelli rota,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa']"
minelli sandi,"['casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'casa']"
minelli vanaiel casteli,['casa']
minelli vanaxel castelli,"['bottega', 'bottega']"
mingoto,"['casa', 'casa', ' corto']"
mini,"['casa', ' magazzeno', 'bottega', ' casa', ' forno', 'andito']"
mini alberti,"['bottega', ' casa']"
minia,['casa']
minich,['bottega']
minio,"['casa', 'casa', 'bottega', 'bottega', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', ' osteria', 'bottega', ' volta']"
minio bellini,['casa']
minio beloni,"['casa', 'casa']"
minio gussoni,['casa']
minopoli,['casa']
minoto,"['bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
minotti,"['bottega', ' casa']"
minotto,"['magazzeno', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' locale', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
miprandi,['casa']
missana,"['casa', 'casa', 'bottega', ' casa', 'casa']"
mistura,"['casa', 'andito']"
mitri,"['casa', 'casa']"
mizzana,"['bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa']"
mocchi,"['bottega', ' casa']"
mocenigo,"['bottega', 'bottega', 'bottega', ' casa', 'magazzeno', 'casa', 'magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'bottega', ' corto', ' palazzo', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', ' spazio', ' squero', 'casa', ' corto', ' spazio', ' squero', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'cantiere', 'magazzeno', 'casa', ' corto', ' luogo', 'casa', ' corto', ' luogo', 'casa', ' corto', ' luogo', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' locale', ' tintoria', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'appartamento', 'appartamento', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'corto', ' magazzeno', 'corto', ' magazzeno', 'casa', 'magazzeno', 'bottega', 'bottega', 'bottega', ' stanza', 'casa', 'bottega', 'corto', ' sottoportico', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' volta', 'casa']"
mocenigo balbi,['casa']
mocenigo bernardi,"['casa', 'bottega']"
mocenigo damula,['bottega']
mocenigo loredan,['casa']
mocenigo nani,"['casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
mocenigo priuli,['casa']
mocenigo soranzo,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' locale', 'casa', ' locale', 'casa', ' locale', 'casa']"
mocenini foscari,"['corto', ' palazzo']"
modon,['casa']
modulo,['casa']
molari,"['bottega', ' casa']"
molena,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
moleti,['casa']
moli,"['casa', ' corto']"
